rule_id,rd_group_concept_id,source_group_name,redistribution_method,target_concept_id,target_codigo,target_name,target_burden_class,target_yll_flag,target_yld_flag,abds_target_scope_excluded,redistribution_target_eligible_default,recommended_action,replacement_pool_note
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9000911,911,Trastorno por déficit de atención/hiperactividad,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9000912,912,Trastorno de la conducta,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9000920,920,Discapacidad intelectual idiopática,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9000990,990,Migraña,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001000,1000,Cefalea no migrañosa,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001020,1020,Enfermedades de los órganos de los sentidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001030,1030,Glaucoma,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001040,1040,Cataratas,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001050,1050,Errores refractivos no corregidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001060,1060,Degeneración macular,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001070,1070,Otras pérdidas de visión,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001080,1080,Otras pérdidas de audición,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001090,1090,Otros trastornos de los órganos sensoriales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001280,1280,Hiperplasia prostática benigna,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a renales/urinarias fatales plausibles.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001310,1310,Infertilidad,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a renales/urinarias fatales plausibles.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001360,1360,Osteoartritis,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001370,1370,Gota,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001380,1380,Dolor de espalda y cuello,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001470,1470,Afecciones orales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001480,1480,Caries dental,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001490,1490,Enfermedad periodontal,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001500,1500,Edentulismo,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
1,9011631,Todas las otras casas intermedias e inmediatas no específicas,Asignación proporcional,9001502,1502,Otros trastornos orales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000830,830,Trastornos depresivos,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000831,831,Trastorno depresivo mayor,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000832,832,Distimia,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000840,840,Trastorno bipolar,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000850,850,Esquizofrenia,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000874,874,Trastornos por consumo de cannabis,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000880,880,Trastornos de ansiedad,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000900,900,Síndrome de autismo y Asperger,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000910,910,Trastornos del comportamiento infantil,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000911,911,Trastorno por déficit de atención/hiperactividad,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000912,912,Trastorno de la conducta,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000920,920,Discapacidad intelectual idiopática,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9000990,990,Migraña,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001000,1000,Cefalea no migrañosa,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001020,1020,Enfermedades de los órganos de los sentidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001030,1030,Glaucoma,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001040,1040,Cataratas,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001050,1050,Errores refractivos no corregidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001060,1060,Degeneración macular,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001070,1070,Otras pérdidas de visión,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001080,1080,Otras pérdidas de audición,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001090,1090,Otros trastornos de los órganos sensoriales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001280,1280,Hiperplasia prostática benigna,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a renales/urinarias fatales plausibles.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001310,1310,Infertilidad,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a renales/urinarias fatales plausibles.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001360,1360,Osteoartritis,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001370,1370,Gota,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001380,1380,Dolor de espalda y cuello,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a musculoesqueléticas fatales plausibles y/o lesiones (caídas/trauma) según edad-sexo.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001470,1470,Afecciones orales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001480,1480,Caries dental,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001490,1490,Enfermedad periodontal,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001500,1500,Edentulismo,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
2,9011632,"Signos y síntomas cardíacos, enfermedades digestivas no especificadas y anomalías congénitas",Asignación proporcional,9001502,1502,Otros trastornos orales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redirigir a digestivas/neoplasias/infecciosas fatales según grupo garbage y patrón local.
4,9011634,Hipertensión,MCOD indirecto,9000080,80,Tricomoniasis,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000085,85,Herpes genital,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000270,270,Filariasis linfática,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000280,280,Oncocercosis,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000310,310,Tracoma,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000350,350,Trichuriasis,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000360,360,Enfermedad por anquilostoma,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000362,362,Trematodos transmitidos por alimentos,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000365,365,Lepra,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir a infecciosas fatales hermanas del mismo bloque.
4,9011634,Hipertensión,MCOD indirecto,9000420,420,Condiciones maternas,both,1,1,1,0,exclude_from_yll_targets,
4,9011634,Hipertensión,MCOD indirecto,9000560,560,Deficiencia de yodo,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.
4,9011634,Hipertensión,MCOD indirecto,9000570,570,Deficiencia de vitamina A,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.
4,9011634,Hipertensión,MCOD indirecto,9000580,580,Deficiencia de hierro en la dieta,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribuir dentro de nutricionales fatales plausibles o infecciosas relacionadas.
4,9011634,Hipertensión,MCOD indirecto,9000692,692,Cáncer de piel no melanoma,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
4,9011634,Hipertensión,MCOD indirecto,9000830,830,Trastornos depresivos,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000831,831,Trastorno depresivo mayor,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000832,832,Distimia,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000840,840,Trastorno bipolar,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000850,850,Esquizofrenia,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000874,874,Trastornos por consumo de cannabis,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000880,880,Trastornos de ansiedad,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000900,900,Síndrome de autismo y Asperger,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000910,910,Trastornos del comportamiento infantil,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000911,911,Trastorno por déficit de atención/hiperactividad,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000912,912,Trastorno de la conducta,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000920,920,Discapacidad intelectual idiopática,yld_only,0,1,0,0,exclude_from_yll_targets,"Redistribuir a trastornos por sustancias/alcohol, lesiones intencionales u otras NCD fatales plausibles según garbage."
4,9011634,Hipertensión,MCOD indirecto,9000990,990,Migraña,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
4,9011634,Hipertensión,MCOD indirecto,9001000,1000,Cefalea no migrañosa,yld_only,0,1,0,0,exclude_from_yll_targets,Redistribución proporcional restringida dentro del bloque fatal plausible.
4,9011634,Hipertensión,MCOD indirecto,9001020,1020,Enfermedades de los órganos de los sentidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001030,1030,Glaucoma,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001040,1040,Cataratas,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001050,1050,Errores refractivos no corregidos,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001060,1060,Degeneración macular,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001070,1070,Otras pérdidas de visión,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001080,1080,Otras pérdidas de audición,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
4,9011634,Hipertensión,MCOD indirecto,9001090,1090,Otros trastornos de los órganos sensoriales,yld_only,0,1,1,0,exclude_from_yll_targets,Excluir del pool YLL; redistribuir a causas fatales hermanas del nivel 1 o NCD según patrón observado.
